file,0,1
data/digits/original/unknown\0.png,0.9998918771743774,8.162749765006083e-08
data/digits/original/unknown\1.png,1.6273022993118502e-05,0.8616824746131897
data/digits/original/unknown\2.png,0.0007990947924554348,0.000143602053867653
data/digits/original/unknown\3.png,3.199482279114818e-08,3.210545764886774e-05
data/digits/original/unknown\4.png,2.262490170323872e-06,1.8539374650572427e-05
data/digits/original/unknown\5.png,9.008041956803936e-07,0.001077126245945692
data/digits/original/unknown\6.png,0.0006263777031563222,4.011941427961574e-07
data/digits/original/unknown\7.png,1.185129150371722e-08,3.2128344173543155e-05
data/digits/original/unknown\8.png,0.03840488940477371,2.458376002323348e-05
data/digits/original/unknown\9.png,4.958745947192256e-08,0.0006975592696107924
